ID,taxonID,binomial,habitat,importance,season,suitability,class_id,habitat_2,responseClass
18311,22700503,Tyrannus savana,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
18312,22700503,Tyrannus savana,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
22947,22700503,Tyrannus savana,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
22948,22700503,Tyrannus savana,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
30927,22700503,Tyrannus savana,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
30928,22700503,Tyrannus savana,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
42818,22700503,Tyrannus savana,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
42819,22700503,Tyrannus savana,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
48653,22700503,Tyrannus savana,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
48654,22700503,Tyrannus savana,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
50409,22700503,Tyrannus savana,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
50410,22700503,Tyrannus savana,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
56706,22700503,Tyrannus savana,Savanna - Dry,Yes,breeding,Suitable,201,Savanna - Dry,RCU
56707,22700503,Tyrannus savana,Savanna - Dry,Yes,non-breeding,Suitable,201,Savanna - Dry,RCU
66823,22700503,Tyrannus savana,Shrubland - Subtropical/Tropical Moist,Yes,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
66824,22700503,Tyrannus savana,Shrubland - Subtropical/Tropical Moist,Yes,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
74107,22700503,Tyrannus savana,Grassland - Temperate,No,breeding,Suitable,404,Grassland - Temperate,RCU
83668,22700503,Tyrannus savana,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,breeding,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),RCU
83669,22700503,Tyrannus savana,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),RCU
87341,22700503,Tyrannus savana,Wetlands (inland) - Shrub Dominated Wetlands,No,breeding,Suitable,503,Wetlands (inland) - Shrub Dominated Wetlands,RCU
87342,22700503,Tyrannus savana,Wetlands (inland) - Shrub Dominated Wetlands,No,non-breeding,Suitable,503,Wetlands (inland) - Shrub Dominated Wetlands,RCU
90114,22700503,Tyrannus savana,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",RCU
90115,22700503,Tyrannus savana,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,non-breeding,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",RCU
226,22700506,Tyrannus tyrannus,Forest - Boreal,No,breeding,Suitable,101,Forest - Boreal,RCU
4170,22700506,Tyrannus tyrannus,Forest - Temperate,Yes,breeding,Suitable,104,Forest - Temperate,RCU
18313,22700506,Tyrannus tyrannus,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
18314,22700506,Tyrannus tyrannus,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
30929,22700506,Tyrannus tyrannus,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
40585,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Arable Land,No,breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
40586,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
42820,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
42821,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
46519,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,RCU
46520,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,RCU
48655,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
48656,22700506,Tyrannus tyrannus,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
58865,22700506,Tyrannus tyrannus,Shrubland - Boreal,No,breeding,Suitable,303,Shrubland - Boreal,RCU
60347,22700506,Tyrannus tyrannus,Shrubland - Temperate,Yes,breeding,Suitable,304,Shrubland - Temperate,RCU
66825,22700506,Tyrannus tyrannus,Shrubland - Subtropical/Tropical Moist,Yes,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
66826,22700506,Tyrannus tyrannus,Shrubland - Subtropical/Tropical Moist,Yes,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
69203,22700506,Tyrannus tyrannus,Shrubland - Subtropical/Tropical High Altitude,No,non-breeding,Suitable,307,Shrubland - Subtropical/Tropical High Altitude,RCU
83670,22700506,Tyrannus tyrannus,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,non-breeding,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),RCU
93050,22700506,Tyrannus tyrannus,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,non-breeding,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),RCU
8505,22700509,Tyrannus dominicensis,Forest - Subtropical/Tropical Dry,Yes,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,RCU
8506,22700509,Tyrannus dominicensis,Forest - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,RCU
22949,22700509,Tyrannus dominicensis,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NA,resident,Marginal,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
40587,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Arable Land,No,breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
40588,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
42822,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
42823,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
48657,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
48658,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
50411,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
50412,22700509,Tyrannus dominicensis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
58607,22700509,Tyrannus dominicensis,Savanna - Moist,No,non-breeding,Suitable,202,Savanna - Moist,RCU
58608,22700509,Tyrannus dominicensis,Savanna - Moist,No,breeding,Suitable,202,Savanna - Moist,RCU
63998,22700509,Tyrannus dominicensis,Shrubland - Subtropical/Tropical Dry,Yes,breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,RCU
63999,22700509,Tyrannus dominicensis,Shrubland - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,RCU
75700,22700509,Tyrannus dominicensis,Grassland - Subtropical/Tropical Dry,No,breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,RCU
75701,22700509,Tyrannus dominicensis,Grassland - Subtropical/Tropical Dry,No,non-breeding,Suitable,405,Grassland - Subtropical/Tropical Dry,RCU
18317,22700520,Empidonomus varius,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
18318,22700520,Empidonomus varius,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
48659,22700520,Empidonomus varius,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
48660,22700520,Empidonomus varius,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
50413,22700520,Empidonomus varius,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
50414,22700520,Empidonomus varius,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
56709,22700520,Empidonomus varius,Savanna - Dry,Yes,non-breeding,Suitable,201,Savanna - Dry,RCU
56710,22700520,Empidonomus varius,Savanna - Dry,Yes,breeding,Suitable,201,Savanna - Dry,RCU
18319,22700523,Griseotyrannus aurantioatrocristatus,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
18320,22700523,Griseotyrannus aurantioatrocristatus,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
24278,22700523,Griseotyrannus aurantioatrocristatus,Forest - Subtropical/Tropical Swamp,No,breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
24279,22700523,Griseotyrannus aurantioatrocristatus,Forest - Subtropical/Tropical Swamp,No,non-breeding,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
42824,22700523,Griseotyrannus aurantioatrocristatus,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
42825,22700523,Griseotyrannus aurantioatrocristatus,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
50415,22700523,Griseotyrannus aurantioatrocristatus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
50416,22700523,Griseotyrannus aurantioatrocristatus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
56711,22700523,Griseotyrannus aurantioatrocristatus,Savanna - Dry,Yes,non-breeding,Suitable,201,Savanna - Dry,NHS
56712,22700523,Griseotyrannus aurantioatrocristatus,Savanna - Dry,Yes,breeding,Suitable,201,Savanna - Dry,NHS
8508,22700530,Tyrannopsis sulphurea,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable,105,Forest - Subtropical/Tropical Dry,RCU
18321,22700530,Tyrannopsis sulphurea,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
40589,22700530,Tyrannopsis sulphurea,Artificial/Terrestrial - Arable Land,No,resident,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
42826,22700530,Tyrannopsis sulphurea,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
48661,22700530,Tyrannopsis sulphurea,Artificial/Terrestrial - Urban Areas,No,resident,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
56713,22700530,Tyrannopsis sulphurea,Savanna - Dry,Yes,resident,Suitable,201,Savanna - Dry,RCU
8509,22700533,Megarynchus pitangua,Forest - Subtropical/Tropical Dry,No,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
8510,22700533,Megarynchus pitangua,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,NHS
18322,22700533,Megarynchus pitangua,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
18323,22700533,Megarynchus pitangua,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
44396,22700533,Megarynchus pitangua,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
44397,22700533,Megarynchus pitangua,Artificial/Terrestrial - Plantations,No,breeding,Suitable,1403,Artificial/Terrestrial - Plantations,NHS
46521,22700533,Megarynchus pitangua,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,NHS
46522,22700533,Megarynchus pitangua,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,NHS
50417,22700533,Megarynchus pitangua,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
50418,22700533,Megarynchus pitangua,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
56714,22700533,Megarynchus pitangua,Savanna - Dry,Yes,non-breeding,Suitable,201,Savanna - Dry,NHS
56715,22700533,Megarynchus pitangua,Savanna - Dry,Yes,breeding,Suitable,201,Savanna - Dry,NHS
66827,22700533,Megarynchus pitangua,Shrubland - Subtropical/Tropical Moist,Yes,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
66828,22700533,Megarynchus pitangua,Shrubland - Subtropical/Tropical Moist,Yes,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
18325,22700544,Conopias parvus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
50420,22700544,Conopias parvus,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
18326,22700552,Conopias trivirgatus,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,FS
24280,22700552,Conopias trivirgatus,Forest - Subtropical/Tropical Swamp,Yes,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,FS
18330,22700583,Myiozetetes cayanensis,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,MCU
30935,22700583,Myiozetetes cayanensis,Forest - Subtropical/Tropical Moist Montane,NA,resident,Marginal,109,Forest - Subtropical/Tropical Moist Montane,MCU
40590,22700583,Myiozetetes cayanensis,Artificial/Terrestrial - Arable Land,No,resident,Suitable,1401,Artificial/Terrestrial - Arable Land,MCU
42827,22700583,Myiozetetes cayanensis,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,MCU
50425,22700583,Myiozetetes cayanensis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,MCU
66829,22700583,Myiozetetes cayanensis,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable,306,Shrubland - Subtropical/Tropical Moist,MCU
69204,22700583,Myiozetetes cayanensis,Shrubland - Subtropical/Tropical High Altitude,NA,resident,Marginal,307,Shrubland - Subtropical/Tropical High Altitude,MCU
83675,22700583,Myiozetetes cayanensis,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),MCU
93051,22700583,Myiozetetes cayanensis,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),MCU
8513,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Dry,No,breeding,Suitable,105,Forest - Subtropical/Tropical Dry,RCU
8514,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Dry,No,non-breeding,Suitable,105,Forest - Subtropical/Tropical Dry,RCU
18331,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
18332,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
30936,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
30937,22700586,Myiozetetes similis,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
40591,22700586,Myiozetetes similis,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
40592,22700586,Myiozetetes similis,Artificial/Terrestrial - Arable Land,No,breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
42828,22700586,Myiozetetes similis,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
42829,22700586,Myiozetetes similis,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
46524,22700586,Myiozetetes similis,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,RCU
46525,22700586,Myiozetetes similis,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable,1404,Artificial/Terrestrial - Rural Gardens,RCU
48663,22700586,Myiozetetes similis,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
48664,22700586,Myiozetetes similis,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable,1405,Artificial/Terrestrial - Urban Areas,RCU
50426,22700586,Myiozetetes similis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
50427,22700586,Myiozetetes similis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,RCU
64001,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical Dry,Yes,non-breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,RCU
64002,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical Dry,Yes,breeding,Suitable,305,Shrubland - Subtropical/Tropical Dry,RCU
66830,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical Moist,Yes,breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
66831,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical Moist,Yes,non-breeding,Suitable,306,Shrubland - Subtropical/Tropical Moist,RCU
69205,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical High Altitude,No,non-breeding,Suitable,307,Shrubland - Subtropical/Tropical High Altitude,RCU
69206,22700586,Myiozetetes similis,Shrubland - Subtropical/Tropical High Altitude,No,breeding,Suitable,307,Shrubland - Subtropical/Tropical High Altitude,RCU
18333,22700589,Myiozetetes granadensis,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
30938,22700589,Myiozetetes granadensis,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
40593,22700589,Myiozetetes granadensis,Artificial/Terrestrial - Arable Land,No,resident,Suitable,1401,Artificial/Terrestrial - Arable Land,NHS
42830,22700589,Myiozetetes granadensis,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
50428,22700589,Myiozetetes granadensis,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
83676,22700589,Myiozetetes granadensis,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),NHS
18334,22700593,Myiozetetes luteiventris,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
24282,22700593,Myiozetetes luteiventris,Forest - Subtropical/Tropical Swamp,No,resident,Suitable,108,Forest - Subtropical/Tropical Swamp,NHS
50429,22700593,Myiozetetes luteiventris,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,resident,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
83677,22700593,Myiozetetes luteiventris,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),NHS
93052,22700593,Myiozetetes luteiventris,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),NHS
18335,22700596,Legatus leucophaius,Forest - Subtropical/Tropical Moist Lowland,Yes,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
18336,22700596,Legatus leucophaius,Forest - Subtropical/Tropical Moist Lowland,Yes,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,NHS
30939,22700596,Legatus leucophaius,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
30940,22700596,Legatus leucophaius,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,NHS
40594,22700596,Legatus leucophaius,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,NHS
40595,22700596,Legatus leucophaius,Artificial/Terrestrial - Arable Land,No,breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,NHS
42831,22700596,Legatus leucophaius,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
42832,22700596,Legatus leucophaius,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
50430,22700596,Legatus leucophaius,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
50431,22700596,Legatus leucophaius,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,breeding,Suitable,1406,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,NHS
22951,22700599,Philohydor lictor,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,resident,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,NHS
42833,22700599,Philohydor lictor,Artificial/Terrestrial - Pastureland,No,resident,Suitable,1402,Artificial/Terrestrial - Pastureland,NHS
66832,22700599,Philohydor lictor,Shrubland - Subtropical/Tropical Moist,Yes,resident,Suitable,306,Shrubland - Subtropical/Tropical Moist,NHS
83678,22700599,Philohydor lictor,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),No,resident,Suitable,501,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),NHS
90118,22700599,Philohydor lictor,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable,504,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",NHS
93053,22700599,Philohydor lictor,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),No,resident,Suitable,505,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),NHS
95773,22700599,Philohydor lictor,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),No,resident,Suitable,507,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),NHS
18337,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
18338,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable,106,Forest - Subtropical/Tropical Moist Lowland,RCU
22952,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
22953,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,No,non-breeding,Suitable,107,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,RCU
30941,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
30942,22700605,Pitangus sulphuratus,Forest - Subtropical/Tropical Moist Montane,No,non-breeding,Suitable,109,Forest - Subtropical/Tropical Moist Montane,RCU
40596,22700605,Pitangus sulphuratus,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
40597,22700605,Pitangus sulphuratus,Artificial/Terrestrial - Arable Land,No,breeding,Suitable,1401,Artificial/Terrestrial - Arable Land,RCU
42834,22700605,Pitangus sulphuratus,Artificial/Terrestrial - Pastureland,No,breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
42835,22700605,Pitangus sulphuratus,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable,1402,Artificial/Terrestrial - Pastureland,RCU
